0,0.515898,0.0902586,0.247903,0.190221,-0.0310416,-0.0817825,-0.16685,0.317701,-0.227234,-0.648884,
1,0.00277957,-0.270058,-0.0252037,-0.757231,0.281726,-0.0788757,-0.239855,-0.0189543,-0.171628,0.123787,
0,0.476834,0.274034,-0.113991,0.228697,0.41196,0.015805,-0.0969489,0.391335,-0.4469,-0.0445724,
1,-0.000757681,-0.232779,0.20845,0.132459,-0.192275,0.228951,-0.175962,-0.288497,0.732976,-0.299405,
1,0.306765,-0.368097,-0.269845,0.435854,0.0440802,-0.0449592,0.393813,-0.553614,0.157716,-0.00392855,
0,0.500352,0.427627,-0.0375001,0.482229,0.0190843,-0.0140991,-0.09183,-0.366533,-0.322381,-0.118973,
1,0.297307,-0.0328523,0.0381935,-0.0265959,0.00750894,0.454958,-0.0628995,0.529054,0.439186,0.179543,
1,-0.771929,0.129607,0.109186,0.17896,0.294132,0.307102,0.00595781,-0.114664,-0.00562093,-0.221041,
1,0.189247,-0.696813,0.328166,-0.0645037,-0.120669,-0.100494,-0.141527,0.39105,0.223231,0.119812,
1,0.0866185,-0.279607,-0.202883,-0.522739,0.371697,-0.282787,-0.478155,-0.150728,-0.194612,-0.274305,
0,0.345577,0.157938,0.201242,0.38149,-0.477562,0.258824,0.0202517,-0.296576,0.478071,0.207227,
1,0.0423197,0.268223,0.0736597,-0.474735,-0.364988,0.465096,-0.206509,-0.504374,-0.172301,-0.0458268,
1,0.314234,0.242247,0.545728,-0.133817,-0.287193,0.0867804,0.0830599,-0.568777,-0.0413095,0.321129,
0,-0.123229,0.402487,0.189386,0.243614,0.650042,0.272853,0.129123,-0.28924,-0.235352,0.224221,
0,-0.141051,-0.0675811,-0.107858,-0.180524,0.488502,-0.542445,0.0552514,-0.0579017,-0.392898,0.181004,
0,0.581402,-0.0251781,-0.354699,0.0340769,0.149113,-0.407289,-0.169578,0.237917,0.305539,-0.0580987,
1,0.577558,-0.168025,0.0677693,-0.419007,-0.0769553,-0.366204,0.260384,0.145148,-0.219953,0.237201,
0,0.295569,0.405531,-0.445741,0.529274,-0.223895,-0.17848,0.165042,-0.346646,0.050472,0.187284,
0,-0.0370711,0.0184291,-0.273607,0.0120705,-0.264735,0.19598,-0.0993929,-0.298558,0.294063,-0.661745,
1,0.111433,0.0511514,-0.203497,-0.624685,-0.133619,-0.442253,-0.2799,-0.207481,0.33084,0.0249639,
1,-0.192157,-0.559598,-0.2607,0.137094,-0.409325,0.284503,0.317481,0.00917124,0.280914,-0.363639,
0,0.0439949,0.608681,-0.0492918,-0.0335183,-0.396344,0.343503,-0.512634,-0.233191,0.16267,-0.0103967,
1,0.026711,-0.136594,0.138711,-0.647151,0.137742,-0.0284443,0.190827,0.0616435,0.095616,0.41422,
1,-0.171798,-0.378543,0.165929,0.339298,-0.3691,0.237817,-0.358989,-0.153999,0.170893,-0.553002,
1,-0.0348815,0.0216501,-0.0358102,0.219072,0.102445,0.333886,-0.358749,0.0204885,0.303175,0.717345,
0,0.53836,0.156209,-0.450356,0.549317,-0.139864,0.000679316,-0.146161,0.00693597,0.0345071,-0.261532,
0,-0.018959,0.387228,-0.0319366,0.478414,-0.252937,0.238325,0.0615563,-0.443955,0.130131,-0.353239,
1,-0.235861,0.280848,0.122977,0.324272,-0.274387,0.141629,-0.123715,-0.318503,-0.334079,0.508538,
0,0.414383,-0.0110886,-0.0637311,-0.0618544,-0.355349,-0.559215,-0.149874,0.051551,-0.525905,0.0524358,
1,0.439313,0.0921378,0.270729,-0.383923,-0.0751589,-0.370491,0.451411,0.251906,0.152212,0.103398,
1,0.302083,-0.197304,-0.00864182,-0.163558,-0.216103,0.284576,-0.0158523,-0.746065,-0.0335284,-0.153242,
0,-0.127851,-0.127105,0.416988,0.36834,0.291326,-0.383451,0.278313,-0.0847151,-0.0850357,-0.528811,
0,-0.168106,0.353193,-0.272642,-0.127217,-0.377757,0.340156,0.224494,0.0545456,-0.526109,0.036874,
0,-0.194383,0.623722,0.13084,-0.271281,-0.191583,0.267307,0.33877,-0.277299,-0.179277,-0.379538,
1,-0.42825,0.36596,-0.210082,-0.305163,-0.218549,0.529014,0.229931,0.0605667,0.0235672,-0.311869,
0,0.131617,0.27748,0.148672,0.609702,-0.175236,-0.536904,-0.170301,-0.0993668,-0.135046,0.271897,
1,-0.442512,0.169157,0.141032,-0.127526,0.456176,0.327532,-0.152124,0.589266,-0.144406,0.0529743,
0,0.418528,0.2064,-0.446355,0.472543,-0.165538,-0.215939,-0.0370149,-0.410646,-0.261829,0.0518073,
1,-0.333448,0.00442059,-0.338976,0.505369,0.311107,0.132113,-0.0901384,-0.255724,0.193893,0.524918,
1,0.236628,-0.456943,-0.152491,0.372675,0.460879,0.31512,-0.383699,-0.253188,0.0493966,-0.0842754,
0,-0.127268,0.526247,-0.0513076,0.09425,-0.222997,0.228217,0.234954,-0.0654498,-0.552387,0.448179,
1,0.130169,-0.324496,-0.627673,-0.437478,-0.0797982,0.310334,-0.0460705,0.0412395,-0.0681842,0.203746,
0,0.124766,0.135337,-0.696121,-0.298235,0.0625493,0.107186,0.193746,0.477922,-0.272994,-0.135295,
1,0.121942,-0.182029,-0.526711,-0.0815628,0.284711,0.147843,0.170631,-0.468766,-0.387596,0.253301,
1,-0.0956465,-0.498957,0.00780444,0.250343,0.102959,0.338133,0.49317,0.423545,-0.335506,0.0533583,
1,0.244146,0.026903,-0.343258,-0.234903,-0.05899,0.34266,-0.0766166,0.467368,-0.194216,-0.583072,
0,-0.213883,0.445897,-0.169525,-0.417685,0.220875,0.369336,-0.533494,-0.0229115,-0.0831864,-0.266284,
1,0.0552628,-0.388424,0.0183906,-0.398826,0.352602,0.127619,0.0219423,-0.325961,0.504402,0.202165,
1,0.30182,-0.207657,0.306976,-0.538172,0.379684,0.381602,-0.0272557,-0.0801657,-0.0717273,-0.309503,
1,-0.175442,-0.05702,-0.435686,-0.204044,0.30651,0.615551,-0.26088,0.0346533,0.0381912,0.277714,
0,-0.198314,-0.311798,-0.258484,0.0579258,-0.0122939,0.0253701,-0.539869,-0.12392,0.304828,0.457398,
0,0.0610452,0.587586,-0.255525,-0.0207716,0.567218,-0.20473,-0.0634724,0.0819648,-0.443925,0.106632,
1,0.0437386,0.356499,0.263743,-0.00782397,0.57325,0.110666,-0.147779,-0.404803,-0.106546,0.166643,
0,0.0800044,0.634189,0.03303,-0.0478206,0.366388,-0.274322,-0.339346,0.142647,-0.421793,-0.0559781,
1,-0.33275,-0.380162,0.309164,-0.388927,-0.468881,-0.0168339,-0.2364,-0.225774,0.324116,0.0453739,
0,0.100647,0.155796,0.370061,0.34117,-0.343861,0.122539,-0.189523,0.201913,-0.527228,-0.214021,
0,0.523412,0.0934986,0.22703,0.12335,-3.33186e-05,0.072653,0.291673,0.381966,-0.188625,-0.285555,
0,0.233206,-0.0583412,-0.464856,0.0949255,-0.202523,-0.325436,0.550897,-0.155331,0.0479437,0.366154,
0,-0.17276,0.479279,0.333362,0.418374,-0.313659,-0.353265,-0.0230548,0.121427,0.146846,0.426171,
1,-0.0494879,-0.181183,0.30257,-0.558301,0.314201,-0.538655,-0.197848,-0.135306,-0.140724,0.140716,
0,-0.0800448,-0.282464,-0.640593,-0.0152278,0.335815,-0.125775,0.142414,-0.0179726,-0.467275,0.100379,
1,-0.320605,-0.119878,0.225916,-0.19753,0.0954548,-0.47763,-0.648266,0.0669155,0.233815,-0.0493797,
0,0.638695,-0.207392,-0.264038,0.450209,0.123464,-0.283828,-0.252566,-0.222341,0.161292,-0.131235,
1,0.0290824,-0.431002,0.0696345,0.264987,0.264301,0.384956,-0.37159,-0.480331,0.356158,-0.0252578,
1,-0.562416,-0.204113,0.44996,-0.102387,0.413266,0.153612,-0.282414,0.195446,-0.15101,-0.174919,
0,0.186404,-0.0118125,0.188766,-0.255929,0.187092,-0.763524,-0.0724987,-0.246044,-0.0590646,0.351129,
0,-0.327907,0.348252,0.194489,-0.216043,0.417288,-0.15592,0.19021,-0.14283,-0.187844,0.56917,
1,-0.332485,-0.154907,0.451917,-0.167057,0.498797,-0.409711,0.108283,-0.225186,0.213155,-0.310359,
1,-0.30672,0.0710734,0.282114,-0.360268,0.230405,-0.193308,-0.308251,-0.378259,0.171445,0.46883,
0,-0.225765,0.583385,-0.0543219,-0.3364,0.247182,-0.48281,-0.297328,0.0315224,-0.0151491,-0.230652,
0,-0.165699,0.264745,0.264345,0.145122,0.0476063,-0.489474,-0.337464,0.287252,0.245241,-0.199551,
0,-0.00700865,-0.263136,-0.479123,-0.207047,-0.390961,-0.212095,0.0872068,0.386718,-0.223172,0.254618,
1,-0.1763,-0.315953,-0.132446,-0.0374218,-0.308616,0.176671,0.674078,0.233484,-0.4582,-0.0557629,
0,0.0612471,0.294704,0.355835,0.117835,-0.686231,0.294503,0.350168,0.132203,-0.0527353,-0.0174802,
0,-0.408577,-0.110002,0.340019,-0.169852,-0.239641,-0.0318526,-0.415919,0.206143,-0.357733,0.508032,
0,0.049835,0.384906,0.102904,0.482364,0.296232,0.277289,-0.246466,0.429533,-0.164585,-0.265242,
1,-0.406656,-0.0123481,0.0500401,-0.480697,0.387408,-0.357356,0.369909,0.1115,-0.155187,-0.0868868,
1,-0.505614,0.341063,0.338729,-0.193331,-0.207209,0.132668,-0.229287,-0.106461,0.0933114,0.308404,
1,0.458961,-0.185881,-0.204923,0.0693528,-0.654439,0.356448,-0.252421,-0.184465,-0.141494,0.0709965,
1,-0.249832,-0.213157,-0.463612,-0.394232,-0.379069,0.179808,0.182824,-0.00636307,-0.207229,-0.232867,
0,-0.367641,0.0507059,-0.0869863,0.155274,0.373766,-0.286727,-0.528576,0.25089,-0.276866,-0.325464,
1,-0.263557,-0.286449,0.700979,0.257456,0.0507246,0.0118424,-0.272093,0.126241,-0.305082,-0.10295,
0,0.06754,0.308767,0.198438,0.303337,-0.324856,0.0068201,-0.0820317,-0.419449,0.622305,0.101708,
0,0.0780362,-0.0259787,-0.133524,0.327675,0.0962617,-0.171056,0.466978,0.423973,-0.35093,-0.166555,
0,0.116638,-0.301232,-0.416161,0.435027,-0.302078,-0.0123922,-0.0739968,-0.345317,0.150633,-0.521647,
1,0.103189,-0.354474,-0.0891017,-0.229053,0.240411,-0.203961,0.409158,0.113827,0.684371,0.0708254,
0,0.0823026,-0.42178,-0.327536,0.280006,-0.287826,-0.228637,-0.595606,0.0241409,0.169969,0.292108,
1,0.225265,-0.381433,0.243543,-0.181029,-0.53481,-0.235054,0.477203,0.343308,0.0895302,-0.0750538,
1,-0.325284,-0.178552,0.182149,0.0598337,-0.10274,0.499017,-0.125732,-0.291075,0.467685,-0.277451,
0,-0.0683275,0.314373,0.358859,0.44951,0.466062,-0.0463117,-0.11762,-0.0674339,-0.5315,0.178171,
0,0.387522,0.337462,0.0729066,-0.166126,-0.0125796,-0.177664,-0.556029,-0.166382,-0.160881,0.171353,
1,-0.627942,-0.195288,0.166248,-0.0704788,-0.320254,0.00988082,0.00134934,0.187754,-0.47856,-0.020757,
1,-0.510331,0.0921668,0.105816,-0.0306744,0.252225,0.480787,-0.619661,0.0820351,-0.160076,0.0135232,
0,0.566091,0.320691,0.147064,0.346441,0.159992,-0.217887,0.365257,0.259056,-0.335193,-0.141771,
0,-0.205841,0.685619,0.232129,0.147758,-0.418795,0.217495,-0.152098,0.169541,-0.209936,-0.16453,
0,-0.490913,0.601369,-0.286815,-0.114563,-0.148669,-0.114358,0.36537,0.303434,-0.140013,-0.123509,
0,-0.497582,0.400154,-0.314652,-0.125814,0.365862,0.0210539,-0.0830588,0.252,0.23191,0.0447663,
0,0.231732,0.080734,0.144334,0.574468,0.192627,-0.512294,0.157964,-0.415126,0.138706,-0.159946,
0,0.437968,-0.0230609,-0.25821,0.354665,0.204538,-0.170584,-0.205702,-0.186207,-0.64983,0.131628,
1,-0.0702275,-0.894551,-0.0269527,0.215137,-0.207131,-0.136,-0.158869,-0.241632,-0.00623593,0.000547376,
0,-0.338744,0.111466,-0.497145,0.467537,0.547084,-0.112085,-0.146257,0.0339123,-0.199393,-0.160082,
0,0.576825,-0.0478854,-0.218084,-0.233905,0.185044,-0.339769,-0.0603593,-0.0405158,-0.31549,0.248953,
0,-0.430734,-0.313077,0.110773,0.402799,0.144212,0.39625,0.0286865,0.556326,-0.100886,-0.00291015,
0,0.136018,0.0153248,0.363152,0.364245,-0.181478,-0.525025,-0.142036,-0.480737,-0.0517384,-0.297193,
1,0.315257,0.162059,0.393693,-0.46032,0.476365,-0.310506,-0.375622,-0.034741,0.0993063,0.00307182,
0,-0.447356,0.250682,-0.267942,0.247781,0.189554,-0.291019,0.676263,-0.0309279,0.0198292,-0.0596443,
1,-0.083482,0.414852,0.0850864,-0.313105,0.0979561,0.320936,-0.0161967,-0.400668,-0.210797,0.464056,
0,-0.148751,0.639035,0.542538,0.188951,0.111234,-0.173937,-0.02973,-0.00565571,-0.155029,-0.290351,
1,-0.248053,-0.276675,-0.287643,0.321347,0.276829,0.440698,0.406072,-0.253753,-0.234354,0.180868,
0,0.423017,0.268837,0.0691826,-0.0245606,-0.120529,0.0234319,-0.56903,0.145924,-0.618391,-0.00782301,
0,-0.101392,0.359906,-0.00366358,-0.0383355,0.440933,-0.155164,-0.506579,0.284535,-0.44053,-0.00932728,
0,0.265485,-0.120328,0.0599759,0.095277,-0.375547,-0.214341,-0.270108,0.0324748,-0.709406,-0.0271724,
0,-0.133317,0.422931,0.388741,0.0929068,0.222082,0.155699,0.0804031,0.0993842,0.0876338,-0.713955,
0,-0.0179784,-0.131452,-0.349228,-0.00472516,0.0471637,0.100993,-0.345866,0.00747448,-0.578143,-0.600643,
1,0.449592,-0.449307,-0.0619765,-0.408816,0.383679,-0.194457,0.0860272,-0.180294,-0.177016,-0.153164,
1,0.120455,-0.450825,-0.110173,-0.48424,0.0646132,0.0177483,0.284234,-0.11973,0.370599,-0.42819,
1,-0.0308032,-0.508358,-0.00803738,-0.348047,0.502197,0.164576,0.221902,0.263644,0.377969,-0.107582,
0,0.51361,0.189335,0.306642,-0.290415,0.381972,-0.0825938,0.11201,-0.234592,-0.326814,-0.276645,
1,-0.00420194,-0.113539,-0.0725623,-0.285791,-0.605314,-0.0645842,-0.0359845,-0.162354,-0.369434,0.564166,
0,-0.0207801,-0.347208,-0.29682,0.0489209,0.561794,-0.493472,0.347649,0.0828789,0.193924,0.206928,
1,-0.267927,-0.402423,0.142312,0.0328915,0.116776,0.172869,-0.164793,-0.552247,-0.0554902,-0.364243,
1,0.0876535,0.450007,-0.0604902,-0.110465,0.641105,0.361292,0.0480655,0.0762335,0.20904,0.00446931,
0,0.0213171,0.17821,-0.0525669,0.244959,0.508249,-0.0982094,0.156233,0.37576,0.568294,0.154324,
0,0.408193,0.122358,0.0537659,-0.0390236,-0.368031,-0.412388,-0.3888,-0.0375689,-0.194761,0.279607,
1,-0.205074,0.222774,0.242922,0.0400007,0.33475,0.131508,0.445148,0.104585,0.69552,0.139017,
1,0.508575,-0.268694,0.0437524,-0.652234,0.146067,0.0411096,-0.173026,-0.026067,-0.205096,0.119798,
0,-0.414359,-0.0686716,0.39693,-0.0570941,-0.457916,-0.320904,0.165606,-0.154095,-0.49047,-0.145599,
0,-0.663391,0.0532154,0.0404099,0.387669,-0.230459,-0.0636627,-0.100297,-0.168276,0.285827,0.0413062,
0,0.235736,-0.196941,-0.0851364,0.412841,-0.28173,0.240604,0.346461,0.0830516,-0.18395,0.638263,
0,-0.433352,0.493405,-0.615082,-0.288908,0.157402,-0.0623765,-0.0325681,0.126832,0.0469317,0.0863066,
0,-0.106099,0.126391,-0.139947,0.18616,0.0361475,0.322016,0.346333,-0.256117,-0.375844,-0.278799,
0,0.00939086,-0.128794,-0.213595,0.570427,0.364239,0.0775792,0.5102,-0.401545,-0.0726036,-0.0339104,
1,0.0753842,0.490331,0.229055,-0.138405,0.145518,0.472392,0.00735504,0.417168,0.37254,-0.30574,
1,0.492249,-0.365575,-0.111455,-0.360176,0.0950338,-0.107205,0.447412,0.383043,0.150148,-0.0104688,
1,-0.339043,0.597106,0.153936,-0.191248,-0.565803,0.0754249,0.0005959,-0.270164,-0.0237902,-0.209339,
0,0.11697,0.573272,0.109076,0.486337,0.158728,0.0852746,-0.0653438,0.169292,0.0227821,0.202388,
0,-0.237344,0.307978,-0.117072,0.143135,0.127989,-0.292535,0.515642,-0.11298,-0.0605846,-0.51953,
0,0.0450292,0.234265,-0.364111,0.081721,0.445063,0.330226,0.170262,0.257508,-0.350172,-0.524497,
1,-0.522332,-0.0381859,0.275458,-0.486264,-0.0918149,0.319747,0.205832,-0.313771,-0.0108147,-0.196436,
